recency,frequency,monetary
5.7899601708972535,2.5649493574615367,10.29929107749948
1.0986122886681098,2.1972245773362196,8.63663174483544
4.330733340286331,1.791759469228055,7.6110507905938976
2.995732273553991,1.6094379124341003,8.39608488316401
5.739792912179234,0.6931471805599453,5.815323849389109
5.929589143389895,0.6931471805599453,5.710195202428391
3.6109179126442243,2.3978952727983707,7.9553689666784315
5.3230099791384085,1.0986122886681098,6.010678766031786
5.4510384535657,0.6931471805599453,6.985086621918461
5.3706380281276624,1.0986122886681098,6.854997755239065
3.1780538303479458,1.9459101490553132,8.759783228184276
3.5263605246161616,1.3862943611198906,9.814036474622236
1.0986122886681098,1.791759469228055,8.265668169533484
4.07753744390572,2.3978952727983707,9.090924879587071
3.970291913552122,2.1972245773362196,8.355589137409874
5.662960480135946,1.6094379124341003,6.238812787119009
1.3862943611198906,2.4849066497880004,8.586202329437555
4.709530201312334,1.0986122886681098,6.315358001522335
2.1972245773362196,1.6094379124341003,7.180907299649593
5.676753802268282,1.0986122886681098,6.465180028897591
6.453624998892692,0.6931471805599453,6.217085028297085
1.6094379124341003,0.6931471805599453,5.135210028677887
6.444131256700441,0.6931471805599453,6.822959627277421
6.025865973825314,1.3862943611198906,7.491171295388921
3.9512437185814275,2.0794415416798357,8.370445706855367
3.828641396489095,1.791759469228055,8.31100016480189
4.290459441148391,1.3862943611198906,7.169380809114136
5.7430031878094825,1.3862943611198906,7.028777507229587
3.258096538021482,1.6094379124341003,8.003102242273277
2.4849066497880004,1.0986122886681098,6.127960291696519
5.968707559985366,1.0986122886681098,6.222873842839224
5.755742213586912,1.6094379124341003,8.139533893646055
4.875197323201151,1.0986122886681098,8.597356507200939
4.418840607796598,1.6094379124341003,7.390934231218893
3.1354942159291497,2.4849066497880004,9.177538215743802
1.791759469228055,1.791759469228055,7.520944331624911
5.225746673713202,1.791759469228055,7.523783805985769
3.4011973816621555,1.0986122886681098,6.373780434317173
5.940171252720432,0.6931471805599453,7.570133925870446
5.82600010738045,1.0986122886681098,6.4949633954875114
6.030685260261263,0.6931471805599453,4.976319863681136
2.833213344056216,2.1972245773362196,8.269272711457157
6.0014148779611505,1.3862943611198906,7.268453120207762
4.394449154672439,0.6931471805599453,6.311444385858925
3.1354942159291497,1.9459101490553132,7.910531916476688
6.3835066348840055,0.6931471805599453,5.462771921513567
4.290459441148391,1.9459101490553132,7.783411498760109
4.174387269895637,1.0986122886681098,7.149508589545504
2.995732273553991,2.772588722239781,8.53075481547577
6.51471269087253,0.6931471805599453,6.837794081676172
3.6109179126442243,1.0986122886681098,7.7877554007552545
3.8501476017100584,0.6931471805599453,7.4004128587924045
4.787491742782046,2.0794415416798357,7.582382009904704
6.028278520230698,0.6931471805599453,5.32908902521479
5.717027701406222,0.6931471805599453,4.446174454497633
5.780743515792329,1.9459101490553132,7.137198942844827
3.9318256327243257,1.0986122886681098,6.927910785185701
6.52649485957079,0.6931471805599453,4.162626069638506
5.0106352940962555,0.6931471805599453,7.445061184797548
3.1354942159291497,1.791759469228055,8.762702357276806
3.9318256327243257,1.791759469228055,7.4437338971514055
3.5263605246161616,2.1972245773362196,8.37603737805411
4.382026634673881,2.0794415416798357,10.061358019654037
5.736572297479192,1.3862943611198906,6.9223581363660704
6.018593214496234,0.6931471805599453,5.8519150821578965
4.330733340286331,1.9459101490553132,7.862470253064629
4.219507705176107,1.6094379124341003,6.908205177762502
5.384495062789089,1.9459101490553132,6.860045031492727
3.2188758248682006,3.367295829986474,10.29929107749948
6.489204931325317,0.6931471805599453,5.315960801720632
1.3862943611198906,3.044522437723423,8.824444040293804
4.736198448394496,1.6094379124341003,7.6119413066572985
5.958424693029782,1.0986122886681098,6.222596109144375
4.174387269895637,0.6931471805599453,6.3992436425478765
2.833213344056216,1.9459101490553132,7.00270175629109
4.574710978503383,2.8903717578961645,8.562701786647002
0.6931471805599453,2.3978952727983707,7.872222653526559
5.099866427824199,1.6094379124341003,8.114034421663943
4.3694478524670215,1.0986122886681098,7.4630244913725114
5.278114659230517,1.0986122886681098,7.205048515865767
3.1354942159291497,1.3862943611198906,7.030238363196686
3.295836866004329,2.302585092994046,8.981865132439246
2.302585092994046,2.1972245773362196,8.920911441322318
3.784189633918261,0.6931471805599453,5.5506312951620265
3.6109179126442243,3.332204510175204,9.286511286229446
3.784189633918261,1.791759469228055,8.529185001388596
0.6931471805599453,2.3978952727983707,9.93218481871349
4.454347296253507,1.3862943611198906,7.007084643758051
4.394449154672439,1.9459101490553132,9.541579654832375
4.61512051684126,0.6931471805599453,6.234430333369278
1.0986122886681098,3.6888794541139363,9.44812817095412
2.70805020110221,1.0986122886681098,7.9751692554798295
6.52795791762255,1.0986122886681098,7.042181271332972
6.137727054086234,1.0986122886681098,6.757164920349636
5.908082938168931,0.6931471805599453,5.8524897948173935
1.3862943611198906,0.6931471805599453,5.153638355178593
6.588926477533519,0.6931471805599453,6.186846280636522
3.091042453358316,1.791759469228055,8.518484357502437
3.1354942159291497,1.0986122886681098,6.077596370737269
4.07753744390572,0.6931471805599453,6.9110598129904375
5.497168225293202,0.6931471805599453,6.168543217293113
3.8066624897703196,0.6931471805599453,6.110247083097449
3.1354942159291497,1.9459101490553132,8.484027231195778
5.056245805348308,1.791759469228055,6.5355315046537745
2.4849066497880004,2.1972245773362196,9.447061726309741
2.8903717578961645,1.0986122886681098,6.067429722163682
4.90527477843843,0.6931471805599453,6.562571204258897
4.04305126783455,1.791759469228055,9.72201243740933
4.30406509320417,2.3978952727983707,8.679473592468364
3.8066624897703196,1.3862943611198906,8.065277779528966
4.204692619390966,2.1972245773362196,8.005337036835723
4.276666119016055,1.6094379124341003,7.483519968656931
6.406879986069314,0.6931471805599453,6.121088314901487
6.124683390894205,0.6931471805599453,5.791945965485506
4.553876891600541,1.0986122886681098,6.718868216346018
2.995732273553991,1.0986122886681098,7.082204261557526
3.9889840465642745,1.6094379124341003,7.204729049594601
2.3978952727983707,2.1972245773362196,7.100893128209941
2.8903717578961645,1.0986122886681098,6.610951732080795
6.52649485957079,0.6931471805599453,4.055776969072842
6.049733455231958,0.6931471805599453,4.896346147694128
5.241747015059643,1.791759469228055,8.208420943133293
6.261491684321042,1.0986122886681098,8.029934343472139
6.53813982376767,0.6931471805599453,5.3610573963692225
1.0986122886681098,3.8501476017100584,10.29929107749948
3.4965075614664802,2.995732273553991,9.791526970948304
3.4011973816621555,1.791759469228055,8.276152945361936
2.8903717578961645,3.4657359027997265,9.423332572234017
4.007333185232471,1.0986122886681098,7.048073588295634
2.833213344056216,3.1780538303479458,9.5528592905137
3.1780538303479458,2.302585092994046,9.917260764877222
1.6094379124341003,0.6931471805599453,6.525014994979364
2.4849066497880004,0.6931471805599453,6.269474999863032
3.367295829986474,2.0794415416798357,8.606274923740443
3.1780538303479458,2.772588722239781,9.421078493145803
6.3578422665081,3.4011973816621555,10.072909600590481
2.8903717578961645,2.995732273553991,8.536638892276656
3.5263605246161616,2.5649493574615367,8.757012919140978
6.272877006546167,0.6931471805599453,6.563996560309951
6.07073772800249,0.6931471805599453,6.945320776868279
6.588926477533519,0.6931471805599453,5.657040212104069
2.3978952727983707,1.3862943611198906,7.169857970780942
5.820082930352362,0.6931471805599453,5.816902804925467
1.791759469228055,3.091042453358316,9.192648794844782
3.6888794541139363,0.6931471805599453,6.134265345739653
4.1588830833596715,1.3862943611198906,6.573973420047142
5.117993812416755,1.0986122886681098,6.0747481512447195
2.833213344056216,2.302585092994046,7.535761090061292
6.464588303689961,0.6931471805599453,5.881649681100775
6.431331081933479,1.0986122886681098,3.8592760233695302
4.418840607796598,1.3862943611198906,8.740256739530276
3.091042453358316,1.3862943611198906,6.00314605188182
6.329720905522696,0.6931471805599453,5.9781766527810465
3.1780538303479458,2.995732273553991,8.692189651745124
5.823045895483019,0.6931471805599453,7.682662153888476
4.574710978503383,1.791759469228055,8.222787230875806
6.371611847231857,0.6931471805599453,7.027314514039777
2.9444389791664403,1.6094379124341003,6.659358020193259
6.016157159698354,0.6931471805599453,6.862967096192003
5.455321115357702,0.6931471805599453,4.310799125385514
4.90527477843843,1.6094379124341003,7.520267076271057
3.295836866004329,1.0986122886681098,5.988660619775247
5.652489180268651,0.6931471805599453,5.178970608915471
4.969813299576001,2.302585092994046,8.552371128165808
6.063785208687608,0.6931471805599453,8.034313419300645
4.204692619390966,1.0986122886681098,4.891701596682476
4.736198448394496,0.6931471805599453,6.418837907265026
5.5909869805108565,1.0986122886681098,7.3769836077601205
5.869296913133774,0.6931471805599453,5.95246380975825
4.3694478524670215,1.6094379124341003,7.882171512471631
3.367295829986474,1.791759469228055,7.817061677081847
0.6931471805599453,1.791759469228055,7.629436465014086
4.174387269895637,1.0986122886681098,6.575828695208771
4.382026634673881,1.791759469228055,7.876737127834484
4.969813299576001,0.6931471805599453,6.39806234681208
3.6888794541139363,1.0986122886681098,5.266413817535028
2.995732273553991,3.1780538303479458,8.378700942638904
2.302585092994046,2.8903717578961645,9.317139751972052
6.212606095751519,1.3862943611198906,6.882160509570649
0.6931471805599453,1.3862943611198906,7.183612715167257
4.418840607796598,1.791759469228055,6.601922813543027
2.302585092994046,1.9459101490553132,7.567593835498341
6.270988431858299,0.6931471805599453,5.760414824222675
4.110873864173311,2.302585092994046,8.232243382929433
2.772588722239781,1.0986122886681098,7.567449083282863
3.4339872044851463,0.6931471805599453,5.860301775655642
6.444131256700441,1.0986122886681098,7.221755471439273
4.882801922586371,0.6931471805599453,6.9940980992041535
4.532599493153256,1.0986122886681098,6.575563866544399
3.784189633918261,1.3862943611198906,9.441676670894656
6.016157159698354,0.6931471805599453,6.598427281404094
3.4011973816621555,1.0986122886681098,6.463731238695349
3.1354942159291497,2.0794415416798357,9.325074319439649
3.044522437723423,3.5263605246161616,10.010343998731724
3.4339872044851463,1.3862943611198906,6.889774590946187
6.184148890937483,1.0986122886681098,6.179768175579484
6.1070228877422545,0.6931471805599453,6.888827269096618
